,lat lon,valid time,DewPointFahrenheit,DominantType,DryBulbFahrenheit,HourlyPrecip,RelativeHumidity,SkyCondition,Visibility,WeatherType,WetBulbFahrenheit,WindDirection,WindGust,WindSpeed,APCP,SNOD,SNOW,day
1030,48.0 -120.0,2020-10-11 12:00:00-05:00,19.792,0.000,40.476,0.000,44.400,24.000,42700.000,NA,40.314,335.294,9.851,3.532,0.000,0.000,0.000,20201011
1031,28.0 -114.25,2020-10-11 12:00:00-05:00,65.917,0.000,70.739,0.000,85.500,19.500,16200.000,NA,70.631,336.386,7.038,6.026,0.000,0.000,0.000,20201011
1032,34.0 -93.25,2020-10-11 13:00:00-05:00,68.133,0.000,79.366,0.000,70.300,3.875,24000.000,NA,79.064,180.651,2.551,1.112,0.000,0.000,0.000,20201011
1033,44.0 -123.5,2020-10-11 13:00:00-05:00,51.708,0.000,56.753,0.000,83.600,28.625,16300.000,NA,56.678,209.119,11.551,4.778,0.000,0.000,0.000,20201011
1034,48.0 -120.0,2020-10-11 13:00:00-05:00,28.758,0.000,40.553,0.000,65.000,24.000,24800.000,NA,40.447,120.808,7.239,1.805,0.000,0.000,0.000,20201011
1035,28.0 -114.25,2020-10-11 13:00:00-05:00,65.546,0.000,70.816,0.000,84.300,0.000,16800.000,NA,70.698,327.345,6.489,5.583,0.000,0.000,0.000,20201011
1036,34.0 -93.25,2020-10-11 14:00:00-05:00,66.580,0.000,81.940,0.000,61.500,0.000,30100.000,NA,81.519,181.989,2.883,1.283,0.000,0.000,0.000,20201011
1037,44.0 -123.5,2020-10-11 14:00:00-05:00,51.618,0.000,60.115,0.000,75.100,14.250,20700.000,NA,59.982,223.642,11.383,5.226,0.000,0.000,0.000,20201011
1038,48.0 -120.0,2020-10-11 14:00:00-05:00,28.443,0.000,41.440,0.000,62.300,65.500,26400.000,NA,41.321,131.950,6.383,3.133,0.000,0.000,0.000,20201011
1039,28.0 -114.25,2020-10-11 14:00:00-05:00,65.343,0.000,70.803,0.000,83.500,0.000,17200.000,NA,70.681,322.296,6.321,5.489,0.000,0.000,0.000,20201011
1040,34.0 -93.25,2020-10-11 15:00:00-05:00,66.015,0.000,83.961,0.000,56.100,0.000,34300.000,NA,83.456,195.075,3.025,1.487,0.000,0.000,0.000,20201011
1041,44.0 -123.5,2020-10-11 15:00:00-05:00,50.377,0.000,61.236,0.000,68.900,18.125,24300.000,NA,61.065,231.222,11.837,5.387,0.000,0.000,0.000,20201011
1042,48.0 -120.0,2020-10-11 15:00:00-05:00,24.390,0.000,42.448,0.000,49.900,94.500,36300.000,NA,42.291,219.610,6.775,4.136,0.000,0.000,0.000,20201011
1043,28.0 -114.25,2020-10-11 15:00:00-05:00,64.327,0.000,70.911,0.000,80.400,0.000,18800.000,NA,70.766,314.045,6.525,5.755,0.000,0.000,0.000,20201011
1044,34.0 -93.25,2020-10-11 16:00:00-05:00,65.587,0.000,84.725,0.000,53.400,0.000,36500.000,NA,84.182,193.817,4.079,1.695,0.000,0.000,0.000,20201011
1045,44.0 -123.5,2020-10-11 16:00:00-05:00,50.850,0.000,61.775,0.000,68.400,28.125,24700.000,NA,61.600,238.548,11.767,5.310,0.000,0.000,0.000,20201011
1046,48.0 -120.0,2020-10-11 16:00:00-05:00,25.875,1.000,42.650,0.000,53.400,99.500,32700.000,NA,42.499,219.381,9.329,6.253,0.000,0.000,0.000,20201011
1047,28.0 -114.25,2020-10-11 16:00:00-05:00,64.575,0.000,71.000,0.000,80.700,0.000,18600.000,NA,70.858,308.064,7.142,6.150,0.000,0.000,0.000,20201011
1048,34.0 -93.25,2020-10-11 17:00:00-05:00,67.069,0.000,84.911,0.000,55.200,0.000,34900.000,NA,84.394,104.895,3.429,2.050,0.000,0.000,0.000,20201011
1049,44.0 -123.5,2020-10-11 17:00:00-05:00,51.206,0.000,61.849,0.000,69.000,28.125,24200.000,NA,61.677,241.235,12.617,5.511,0.000,0.000,0.000,20201011
1050,48.0 -120.0,2020-10-11 17:00:00-05:00,31.856,1.000,38.561,1.440,79.400,99.750,2500.000,NA,38.500,218.445,7.929,5.860,0.190,0.000,0.000,20201011
1051,28.0 -114.25,2020-10-11 17:00:00-05:00,64.819,0.000,71.186,0.000,80.700,0.000,18600.000,NA,71.044,308.717,7.429,6.352,0.000,0.000,0.000,20201011
1052,34.0 -93.25,2020-10-11 18:00:00-05:00,68.001,0.000,81.846,0.000,61.400,0.000,29500.000,NA,81.459,106.344,5.316,2.777,0.000,0.000,0.000,20201011
1053,44.0 -123.5,2020-10-11 18:00:00-05:00,50.564,0.000,60.696,0.000,69.400,57.125,24000.000,NA,60.537,236.506,14.816,6.173,0.000,0.000,0.000,20201011
1054,48.0 -120.0,2020-10-11 18:00:00-05:00,35.264,4.000,35.271,5.040,100.000,59.375,100.000,NA,35.271,188.958,11.378,7.371,2.450,0.002,0.001,20201011
1055,28.0 -114.25,2020-10-11 18:00:00-05:00,65.301,0.000,71.608,0.000,81.200,0.000,18400.000,NA,71.466,313.188,8.441,6.803,0.000,0.000,0.000,20201011
1056,34.0 -93.25,2020-10-11 19:00:00-05:00,68.168,0.000,77.544,0.000,69.200,0.000,23900.000,NA,77.299,104.736,4.741,2.479,0.000,0.000,0.000,20201011
1057,44.0 -123.5,2020-10-11 19:00:00-05:00,50.056,0.000,59.544,0.000,70.100,61.875,23300.000,NA,59.400,233.529,15.929,6.423,0.000,0.000,0.000,20201011
1058,48.0 -120.0,2020-10-11 19:00:00-05:00,34.531,4.000,34.569,3.960,99.900,63.000,100.000,NA,34.569,167.717,10.554,6.274,2.830,0.007,0.001,20201011
1059,28.0 -114.25,2020-10-11 19:00:00-05:00,65.693,0.000,71.807,0.000,81.900,0.000,18000.000,NA,71.667,313.643,8.929,6.965,0.000,0.000,0.000,20201011
1060,34.0 -93.25,2020-10-11 20:00:00-05:00,68.876,0.000,73.712,0.000,81.500,0.000,17300.000,NA,73.592,100.653,5.024,2.219,0.000,0.000,0.000,20201011
1061,44.0 -123.5,2020-10-11 20:00:00-05:00,49.976,0.000,59.424,0.000,70.200,44.000,22700.000,NA,59.281,236.559,14.774,6.075,0.000,0.000,0.000,20201011
1062,48.0 -120.0,2020-10-11 20:00:00-05:00,36.363,3.000,36.362,7.200,99.400,77.500,100.000,NA,36.362,180.513,13.461,7.723,4.620,0.010,0.000,20201011
1063,28.0 -114.25,2020-10-11 20:00:00-05:00,65.838,0.000,71.912,0.000,81.900,0.000,18000.000,NA,71.773,331.762,8.211,6.487,0.000,0.000,0.000,20201011
1064,34.0 -93.25,2020-10-11 21:00:00-05:00,68.316,0.000,71.754,0.000,86.400,0.000,15200.000,NA,71.671,110.594,5.538,2.332,0.000,0.000,0.000,20201011
1065,44.0 -123.5,2020-10-11 21:00:00-05:00,53.016,1.000,56.004,0.360,89.400,68.875,13800.000,NA,55.959,222.398,16.663,6.866,0.120,0.000,0.000,20201011
1066,48.0 -120.0,2020-10-11 21:00:00-05:00,36.816,1.000,36.766,9.000,99.500,68.875,100.000,NA,36.767,180.558,13.288,6.883,6.780,0.013,0.000,20201011
1067,28.0 -114.25,2020-10-11 21:00:00-05:00,66.178,0.000,71.641,0.000,83.500,2.500,17300.000,NA,71.516,338.694,9.163,7.237,0.000,0.000,0.000,20201011
1068,34.0 -93.25,2020-10-11 22:00:00-05:00,67.521,0.000,69.711,0.000,90.700,0.000,13600.000,NA,69.661,107.089,5.935,2.219,0.000,0.000,0.000,20201011
1069,44.0 -123.5,2020-10-11 22:00:00-05:00,54.696,1.000,56.099,0.720,94.600,77.750,8800.000,NA,56.077,227.076,15.122,5.638,0.630,0.000,0.000,20201011
1070,48.0 -120.0,2020-10-11 22:00:00-05:00,38.271,1.000,38.211,9.360,99.200,64.125,0.000,NA,38.212,200.053,14.997,8.213,7.550,0.013,0.000,20201011
1071,28.0 -114.25,2020-10-11 22:00:00-05:00,66.734,0.000,71.399,0.000,85.900,0.000,16100.000,NA,71.292,338.184,8.935,7.241,0.000,0.000,0.000,20201011
1072,34.0 -93.25,2020-10-11 23:00:00-05:00,67.613,0.000,69.018,0.000,93.400,0.000,12600.000,NA,68.986,119.644,5.760,2.042,0.000,0.000,0.000,20201011
1073,44.0 -123.5,2020-10-11 23:00:00-05:00,55.238,1.000,56.530,2.520,94.900,89.375,4600.000,NA,56.510,243.875,14.198,4.706,1.310,0.000,0.000,20201011
1074,48.0 -120.0,2020-10-11 23:00:00-05:00,39.938,1.000,39.880,3.600,99.200,42.000,100.000,NA,39.881,218.294,12.635,7.020,4.710,0.011,0.000,20201011
1075,28.0 -114.25,2020-10-11 23:00:00-05:00,65.926,0.000,71.155,0.000,84.300,4.750,16900.000,NA,71.037,337.095,8.260,6.842,0.000,0.000,0.000,20201011
1076,34.0 -93.25,2020-10-12 00:00:00-05:00,67.776,0.000,69.037,0.000,94.500,0.000,12200.000,NA,69.008,122.244,5.821,2.048,0.000,0.000,0.000,20201012
1077,44.0 -123.5,2020-10-12 00:00:00-05:00,56.526,1.000,57.562,2.880,95.800,81.625,4300.000,NA,57.545,247.786,13.259,4.543,1.150,0.000,0.000,20201012
1078,48.0 -120.0,2020-10-12 00:00:00-05:00,41.113,1.000,41.137,0.360,98.800,22.875,0.000,NA,41.136,229.802,11.196,5.179,1.078,0.010,0.000,20201012
1079,28.0 -114.25,2020-10-12 00:00:00-05:00,65.751,0.000,70.949,0.000,84.500,0.000,16800.000,NA,70.832,330.463,7.946,6.503,0.000,0.000,0.000,20201012
1080,34.0 -93.25,2020-10-12 01:00:00-05:00,67.608,0.000,68.729,0.000,94.700,0.000,12200.000,NA,68.704,120.671,5.437,1.839,0.000,0.000,0.000,20201012
1081,44.0 -123.5,2020-10-12 01:00:00-05:00,57.258,1.000,58.492,3.960,95.200,52.875,3400.000,NA,58.471,244.736,10.999,4.540,1.180,0.000,0.000,20201012
1082,48.0 -120.0,2020-10-12 01:00:00-05:00,39.145,0.000,40.042,0.000,94.000,15.375,12200.000,NA,40.032,261.750,11.624,5.665,0.000,0.009,0.000,20201012
1083,28.0 -114.25,2020-10-12 01:00:00-05:00,65.695,0.000,70.979,0.000,84.100,0.000,17000.000,NA,70.861,328.314,7.812,6.390,0.000,0.000,0.000,20201012
1084,34.0 -93.25,2020-10-12 02:00:00-05:00,67.737,0.000,68.770,0.000,94.600,0.000,12200.000,NA,68.747,124.483,5.100,1.858,0.000,0.000,0.000,20201012
1085,44.0 -123.5,2020-10-12 02:00:00-05:00,57.837,1.000,59.320,0.000,93.900,45.375,12400.000,NA,59.295,229.881,16.163,6.579,1.130,0.000,0.000,20201012
1086,48.0 -120.0,2020-10-12 02:00:00-05:00,37.249,0.000,38.508,0.000,82.200,8.625,14400.000,NA,38.495,332.718,7.538,1.840,0.000,0.008,0.000,20201012
1087,28.0 -114.25,2020-10-12 02:00:00-05:00,64.812,0.000,71.245,0.000,80.800,0.000,18500.000,NA,71.102,327.079,7.600,6.267,0.000,0.000,0.000,20201012
1088,34.0 -93.25,2020-10-12 03:00:00-05:00,66.967,0.000,68.132,0.000,94.500,0.000,12200.000,NA,68.106,136.756,5.162,1.852,0.000,0.000,0.000,20201012
1089,44.0 -123.5,2020-10-12 03:00:00-05:00,56.955,1.000,60.932,0.000,85.400,40.375,15700.000,NA,60.863,250.037,16.537,6.696,0.870,0.000,0.000,20201012
1090,48.0 -120.0,2020-10-12 03:00:00-05:00,36.592,0.000,40.457,0.000,82.900,8.375,15900.000,NA,40.417,314.320,11.850,4.779,0.000,0.007,0.000,20201012
1091,28.0 -114.25,2020-10-12 03:00:00-05:00,64.942,0.000,70.945,0.000,81.900,0.500,18000.000,NA,70.811,329.806,7.225,6.177,0.000,0.000,0.000,20201012
1092,34.0 -93.25,2020-10-12 04:00:00-05:00,66.659,0.000,67.786,0.000,94.000,0.000,12200.000,NA,67.761,158.068,5.929,1.851,0.000,0.000,0.000,20201012
1093,44.0 -123.5,2020-10-12 04:00:00-05:00,57.434,1.000,59.349,1.080,92.500,43.750,9000.000,NA,59.316,260.298,15.554,4.625,1.280,0.000,0.000,20201012
1094,48.0 -120.0,2020-10-12 04:00:00-05:00,36.622,0.000,40.561,0.000,82.200,2.750,16600.000,NA,40.520,320.296,11.304,4.592,0.000,0.006,0.000,20201012
1095,28.0 -114.25,2020-10-12 04:00:00-05:00,64.972,0.000,70.824,0.000,82.500,4.250,17700.000,NA,70.694,328.822,6.929,6.029,0.000,0.000,0.000,20201012
1096,34.0 -93.25,2020-10-12 05:00:00-05:00,67.139,0.000,67.953,0.000,94.600,6.750,12200.000,NA,67.935,166.004,5.679,1.841,0.000,0.000,0.000,20201012
1097,44.0 -123.5,2020-10-12 05:00:00-05:00,54.427,1.000,56.928,0.000,90.600,39.875,13700.000,NA,56.889,278.418,10.179,3.593,0.300,0.000,0.000,20201012
1098,48.0 -120.0,2020-10-12 05:00:00-05:00,37.327,0.000,40.728,0.000,85.200,2.250,15600.000,NA,40.692,299.223,16.554,9.015,0.000,0.005,0.000,20201012
1099,28.0 -114.25,2020-10-12 05:00:00-05:00,66.464,0.000,70.315,0.000,88.500,60.125,14900.000,NA,70.229,332.256,6.616,5.891,0.000,0.000,0.000,20201012
1100,34.0 -93.25,2020-10-12 06:00:00-05:00,66.877,0.000,67.639,0.000,94.400,10.375,12200.000,NA,67.622,170.998,4.770,1.684,0.000,0.000,0.000,20201012
1101,44.0 -123.5,2020-10-12 06:00:00-05:00,53.827,0.000,56.389,0.000,90.100,60.500,14000.000,NA,56.350,241.220,8.020,1.767,0.002,0.000,0.000,20201012
1102,48.0 -120.0,2020-10-12 06:00:00-05:00,35.940,0.000,40.752,0.000,79.600,3.625,18000.000,NA,40.702,325.883,9.270,5.993,0.000,0.004,0.000,20201012
1103,28.0 -114.25,2020-10-12 06:00:00-05:00,68.677,1.000,69.214,0.000,99.100,60.750,400.000,NA,69.202,331.437,4.395,4.155,0.014,0.000,0.000,20201012
1104,34.0 -93.25,2020-10-12 07:00:00-05:00,69.719,0.000,70.937,0.000,94.600,29.500,12200.000,NA,70.908,220.431,7.928,3.334,0.000,0.000,0.000,20201012
1105,44.0 -123.5,2020-10-12 07:00:00-05:00,53.631,1.000,56.087,0.000,89.900,65.250,14000.000,NA,56.050,256.416,7.553,2.288,0.000,0.000,0.000,20201012
1106,48.0 -120.0,2020-10-12 07:00:00-05:00,36.756,0.000,39.100,0.000,89.000,0.500,14100.000,NA,39.076,327.758,11.615,7.567,0.000,0.003,0.000,20201012
1107,28.0 -114.25,2020-10-12 07:00:00-05:00,67.356,0.000,70.600,0.000,90.200,36.500,14000.000,NA,70.526,329.336,4.740,4.607,0.000,0.000,0.000,20201012
1108,34.0 -93.25,2020-10-12 08:00:00-05:00,69.008,0.000,71.577,0.000,90.500,9.750,13700.000,NA,71.516,224.423,11.203,4.438,0.000,0.000,0.000,20201012
1109,44.0 -123.5,2020-10-12 08:00:00-05:00,53.595,1.000,55.152,0.000,92.900,60.500,12900.000,NA,55.129,233.831,6.578,2.300,0.010,0.000,0.000,20201012
1110,48.0 -120.0,2020-10-12 08:00:00-05:00,31.095,0.000,38.952,0.000,70.700,0.250,23000.000,NA,38.881,328.628,10.015,7.048,0.000,0.002,0.000,20201012
1111,28.0 -114.25,2020-10-12 08:00:00-05:00,66.645,0.000,70.790,0.000,87.600,24.500,15100.000,NA,70.696,331.189,4.515,4.371,0.000,0.000,0.000,20201012
1112,34.0 -93.25,2020-10-12 09:00:00-05:00,69.380,0.000,73.005,0.000,88.500,25.125,14600.000,NA,72.916,229.038,13.229,4.583,0.000,0.000,0.000,20201012
1113,44.0 -123.5,2020-10-12 09:00:00-05:00,53.405,1.000,55.005,0.000,93.000,62.375,12900.000,NA,54.982,242.873,7.042,2.204,0.060,0.000,0.000,20201012
1114,48.0 -120.0,2020-10-12 09:00:00-05:00,28.880,0.000,38.018,0.000,66.900,0.250,25500.000,NA,37.939,326.399,11.979,7.948,0.000,0.002,0.000,20201012
1115,28.0 -114.25,2020-10-12 09:00:00-05:00,66.792,0.000,70.980,0.000,87.100,1.375,15300.000,NA,70.885,324.849,4.417,4.275,0.000,0.000,0.000,20201012
1116,34.0 -93.25,2020-10-12 10:00:00-05:00,69.050,0.000,74.040,0.000,84.900,64.125,16000.000,NA,73.916,244.372,8.726,3.736,0.000,0.000,0.000,20201012
1117,44.0 -123.5,2020-10-12 10:00:00-05:00,53.413,1.000,54.690,0.000,94.500,51.875,12400.000,NA,54.672,255.699,5.538,1.735,0.030,0.000,0.000,20201012
1118,48.0 -120.0,2020-10-12 10:00:00-05:00,28.100,0.000,37.253,0.000,67.400,1.875,25400.000,NA,37.176,313.879,10.538,6.235,0.000,0.001,0.000,20201012
1119,28.0 -114.25,2020-10-12 10:00:00-05:00,67.138,0.000,71.228,0.000,87.700,0.000,15000.000,NA,71.134,315.143,4.476,4.245,0.000,0.000,0.000,20201012
1120,34.0 -93.25,2020-10-12 11:00:00-05:00,70.323,1.000,73.905,0.000,88.200,72.375,14400.000,NA,73.814,275.729,7.638,3.658,0.010,0.000,0.000,20201012
1121,44.0 -123.5,2020-10-12 11:00:00-05:00,53.448,0.000,55.680,0.000,92.500,36.250,13000.000,NA,55.647,251.889,6.825,2.646,0.000,0.000,0.000,20201012
1122,48.0 -120.0,2020-10-12 11:00:00-05:00,28.923,0.000,38.130,0.000,68.300,0.250,25600.000,NA,38.051,312.118,9.825,4.738,0.000,0.000,0.000,20201012
1123,28.0 -114.25,2020-10-12 11:00:00-05:00,67.061,0.000,71.430,0.000,86.800,0.000,15400.000,NA,71.329,310.850,4.200,3.903,0.000,0.000,0.000,20201012
1124,34.0 -93.25,2020-10-12 12:00:00-05:00,63.183,0.000,76.825,0.000,63.500,10.250,28800.000,NA,76.496,318.638,7.911,4.840,0.010,0.000,0.000,20201012
1125,44.0 -123.5,2020-10-12 12:00:00-05:00,53.171,0.000,56.800,0.000,88.900,51.000,14500.000,NA,56.745,275.719,5.911,2.586,0.000,0.000,0.000,20201012
1126,48.0 -120.0,2020-10-12 12:00:00-05:00,28.196,0.000,39.700,0.000,63.600,0.000,29700.000,NA,39.599,331.090,11.411,4.935,0.000,0.000,0.000,20201012
1127,28.0 -114.25,2020-10-12 12:00:00-05:00,69.933,0.000,70.525,0.000,98.500,24.250,400.000,NA,70.511,305.654,3.724,3.552,0.000,0.000,0.000,20201012
1128,34.0 -93.25,2020-10-12 13:00:00-05:00,58.130,0.000,77.738,0.000,51.800,0.000,38700.000,NA,77.289,327.171,8.764,4.501,0.000,0.000,0.000,20201012
1129,44.0 -123.5,2020-10-12 13:00:00-05:00,52.393,0.000,57.488,0.000,84.900,41.250,16400.000,NA,57.410,274.268,5.202,2.948,0.000,0.000,0.000,20201012
1130,48.0 -120.0,2020-10-12 13:00:00-05:00,33.380,0.000,40.838,0.000,76.500,0.000,21300.000,NA,40.765,332.476,9.139,0.952,0.000,0.000,0.000,20201012
1131,28.0 -114.25,2020-10-12 13:00:00-05:00,70.280,0.000,70.538,0.000,99.500,10.000,300.000,NA,70.531,295.270,4.202,3.735,0.000,0.000,0.000,20201012
1132,34.0 -93.25,2020-10-12 14:00:00-05:00,56.075,0.000,78.759,0.000,46.700,0.000,43500.000,NA,78.246,329.882,8.780,4.949,0.000,0.000,0.000,20201012
1133,44.0 -123.5,2020-10-12 14:00:00-05:00,51.800,0.000,57.721,0.000,82.100,51.750,17700.000,NA,57.632,275.429,3.343,2.306,0.000,0.000,0.000,20201012
1134,48.0 -120.0,2020-10-12 14:00:00-05:00,35.713,0.000,42.196,0.000,80.100,0.000,19900.000,NA,42.129,95.903,5.655,1.525,0.000,0.000,0.000,20201012
1135,28.0 -114.25,2020-10-12 14:00:00-05:00,69.800,0.000,71.334,0.000,95.500,11.750,12200.000,NA,71.297,284.480,4.780,4.372,0.000,0.000,0.000,20201012
1136,34.0 -93.25,2020-10-12 15:00:00-05:00,52.942,0.000,79.435,0.000,40.500,0.000,50500.000,NA,78.852,333.550,8.209,4.686,0.000,0.000,0.000,20201012
1137,44.0 -123.5,2020-10-12 15:00:00-05:00,51.817,0.000,57.722,0.000,82.400,38.375,17600.000,NA,57.633,283.624,2.896,1.890,0.010,0.000,0.000,20201012
1138,48.0 -120.0,2020-10-12 15:00:00-05:00,36.854,0.000,42.535,0.000,83.200,0.000,18300.000,NA,42.474,87.212,5.084,2.729,0.000,0.000,0.000,20201012
1139,28.0 -114.25,2020-10-12 15:00:00-05:00,69.929,0.000,71.785,0.000,94.300,19.000,12700.000,NA,71.740,285.622,5.209,4.439,0.000,0.000,0.000,20201012
1140,34.0 -93.25,2020-10-12 16:00:00-05:00,51.480,0.000,79.488,0.000,38.000,0.000,53600.000,NA,78.884,339.935,7.716,4.334,0.000,0.000,0.000,20201012
1141,44.0 -123.5,2020-10-12 16:00:00-05:00,50.805,0.000,59.688,0.000,74.000,39.250,22200.000,NA,59.552,305.866,3.778,1.295,0.000,0.000,0.000,20201012
1142,48.0 -120.0,2020-10-12 16:00:00-05:00,35.955,0.000,42.813,0.000,79.200,0.000,20400.000,NA,42.741,88.554,6.216,2.826,0.000,0.000,0.000,20201012
1143,28.0 -114.25,2020-10-12 16:00:00-05:00,70.380,0.000,72.063,0.000,95.100,12.750,12400.000,NA,72.022,297.059,5.966,4.828,0.000,0.000,0.000,20201012
1144,34.0 -93.25,2020-10-12 17:00:00-05:00,48.532,0.000,78.286,0.000,34.900,0.000,57900.000,NA,77.680,342.638,6.971,3.771,0.000,0.000,0.000,20201012
1145,44.0 -123.5,2020-10-12 17:00:00-05:00,51.007,0.000,61.186,0.000,70.800,8.375,24300.000,NA,61.025,312.514,4.096,1.442,0.000,0.000,0.000,20201012
1146,48.0 -120.0,2020-10-12 17:00:00-05:00,34.582,0.000,42.961,0.000,74.100,0.875,23200.000,NA,42.875,72.104,6.283,2.561,0.000,0.000,0.000,20201012
1147,28.0 -114.25,2020-10-12 17:00:00-05:00,70.919,0.000,72.548,0.000,95.300,9.750,12300.000,NA,72.508,313.165,6.533,4.713,0.000,0.000,0.000,20201012
1148,34.0 -93.25,2020-10-12 18:00:00-05:00,50.611,0.000,75.440,0.000,39.700,0.000,54500.000,NA,74.946,338.114,6.157,2.224,0.000,0.000,0.000,20201012
1149,44.0 -123.5,2020-10-12 18:00:00-05:00,50.724,0.000,62.165,0.000,67.000,3.625,26800.000,NA,61.981,302.537,3.282,1.280,0.000,0.000,0.000,20201012
1150,48.0 -120.0,2020-10-12 18:00:00-05:00,32.049,0.000,41.240,0.000,70.800,0.875,25000.000,NA,41.152,345.674,5.219,3.097,0.000,0.000,0.000,20201012
1151,28.0 -114.25,2020-10-12 18:00:00-05:00,70.524,0.000,72.852,0.000,92.100,7.500,13400.000,NA,72.795,331.843,6.657,4.538,0.000,0.000,0.000,20201012
1152,34.0 -93.25,2020-10-12 19:00:00-05:00,50.720,0.000,71.225,0.000,43.400,0.000,47200.000,NA,70.845,319.035,4.218,2.575,0.000,0.000,0.000,20201012
1153,44.0 -123.5,2020-10-12 19:00:00-05:00,49.595,0.000,62.225,0.000,63.300,1.125,29200.000,NA,62.025,308.894,3.343,1.205,0.000,0.000,0.000,20201012
1154,48.0 -120.0,2020-10-12 19:00:00-05:00,30.470,0.000,40.175,0.000,68.100,0.000,26400.000,NA,40.086,345.275,5.655,3.690,0.000,0.000,0.000,20201012
1155,28.0 -114.25,2020-10-12 19:00:00-05:00,71.083,0.000,72.463,0.000,95.900,2.750,12200.000,NA,72.428,348.053,7.655,5.437,0.000,0.000,0.000,20201012
1156,34.0 -93.25,2020-10-12 20:00:00-05:00,54.108,0.000,65.751,0.000,60.100,0.000,30600.000,NA,65.546,306.601,3.638,2.404,0.000,0.000,0.000,20201012
1157,44.0 -123.5,2020-10-12 20:00:00-05:00,47.245,0.000,61.701,0.000,58.300,19.500,31300.000,NA,61.482,304.413,2.201,1.430,0.000,0.000,0.000,20201012
1158,48.0 -120.0,2020-10-12 20:00:00-05:00,27.558,0.000,38.751,0.000,62.600,0.000,28900.000,NA,38.656,338.277,5.138,4.032,0.000,0.000,0.000,20201012
1159,28.0 -114.25,2020-10-12 20:00:00-05:00,70.870,0.000,72.614,0.000,94.700,9.125,12500.000,NA,72.570,337.226,6.888,5.147,0.000,0.000,0.000,20201012
1160,34.0 -93.25,2020-10-12 21:00:00-05:00,54.519,0.000,61.273,0.000,73.600,0.000,21300.000,NA,61.162,319.004,4.329,2.420,0.000,0.000,0.000,20201012
1161,44.0 -123.5,2020-10-12 21:00:00-05:00,48.557,0.000,58.348,0.000,67.000,0.000,25300.000,NA,58.206,309.906,3.266,1.581,0.000,0.000,0.000,20201012
1162,48.0 -120.0,2020-10-12 21:00:00-05:00,29.432,0.000,36.636,0.000,73.500,20.625,21600.000,NA,36.575,329.552,5.516,4.366,0.000,0.000,0.000,20201012
1163,28.0 -114.25,2020-10-12 21:00:00-05:00,70.944,0.000,72.523,0.000,95.000,8.875,12400.000,NA,72.484,329.832,7.079,5.149,0.000,0.000,0.000,20201012
1164,34.0 -93.25,2020-10-12 22:00:00-05:00,53.817,0.000,57.860,0.000,82.600,0.000,16800.000,NA,57.798,319.490,4.739,2.350,0.000,0.000,0.000,20201012
1165,44.0 -123.5,2020-10-12 22:00:00-05:00,49.655,0.000,56.173,0.000,73.200,0.500,21600.000,NA,56.080,271.366,1.989,1.527,0.000,0.000,0.000,20201012
1166,48.0 -120.0,2020-10-12 22:00:00-05:00,25.130,0.000,36.260,0.000,59.300,19.000,33900.000,NA,36.174,319.176,2.614,2.526,0.000,0.000,0.000,20201012
1167,28.0 -114.25,2020-10-12 22:00:00-05:00,70.692,0.000,72.710,0.000,93.800,0.000,12900.000,NA,72.660,331.094,6.489,4.968,0.000,0.000,0.000,20201012
1168,34.0 -93.25,2020-10-12 23:00:00-05:00,52.502,0.000,56.222,0.000,84.100,0.000,16100.000,NA,56.167,319.297,5.300,2.536,0.000,0.000,0.000,20201012
1169,44.0 -123.5,2020-10-12 23:00:00-05:00,49.914,0.000,55.322,0.000,79.500,0.500,18100.000,NA,55.245,245.066,2.300,1.962,0.000,0.000,0.000,20201012
1170,48.0 -120.0,2020-10-12 23:00:00-05:00,23.702,0.000,36.759,0.000,56.400,100.000,34500.000,NA,36.659,326.049,3.925,3.298,0.000,0.000,0.000,20201012
1171,28.0 -114.25,2020-10-12 23:00:00-05:00,69.827,0.000,73.097,0.000,89.900,0.250,14400.000,NA,73.016,323.908,7.112,4.081,0.000,0.000,0.000,20201012
1172,34.0 -93.25,2020-10-13 00:00:00-05:00,51.076,0.000,52.543,0.000,87.600,0.000,14600.000,NA,52.524,340.361,3.413,1.442,0.000,0.000,0.000,20201013
1173,44.0 -123.5,2020-10-13 00:00:00-05:00,49.388,0.000,54.231,0.000,81.500,0.500,17200.000,NA,54.164,240.496,2.476,2.065,0.000,0.000,0.000,20201013
1174,48.0 -120.0,2020-10-13 00:00:00-05:00,23.851,0.000,36.231,0.000,57.700,100.000,33600.000,NA,36.137,346.766,3.351,2.936,0.000,0.000,0.000,20201013
1175,28.0 -114.25,2020-10-13 00:00:00-05:00,69.188,0.000,73.468,0.000,87.000,0.000,15600.000,NA,73.363,303.126,6.601,4.086,0.000,0.000,0.000,20201013
1176,34.0 -93.25,2020-10-13 01:00:00-05:00,49.512,0.000,50.216,0.000,89.900,3.125,12800.000,NA,50.207,305.337,1.840,0.660,0.000,0.000,0.000,20201013
1177,44.0 -123.5,2020-10-13 01:00:00-05:00,49.399,0.000,53.479,0.000,83.800,0.000,16400.000,NA,53.424,206.130,3.777,2.499,0.000,0.000,0.000,20201013
1178,48.0 -120.0,2020-10-13 01:00:00-05:00,26.337,0.000,36.154,0.000,62.800,100.000,33000.000,NA,36.076,342.627,2.652,2.430,0.000,0.000,0.000,20201013
